,발생년도,경찰서,살인,강도,절도,폭력,강도등급,절도등급,폭행등급,살인등급,평균등급
133,2017,철원,1,0,96,144,1,1,1,2,1.25
134,2017,춘천,6,5,1067,1583,3,3,3,4,3.25
135,2017,태백,1,0,111,294,1,1,1,2,1.25
136,2017,평창,2,1,108,188,2,1,1,2,1.5
137,2017,홍천,1,0,256,397,1,2,2,2,1.75
138,2017,화천,1,0,58,79,1,1,1,2,1.25
139,2017,횡성,0,2,249,179,2,2,1,1,1.5
140,2017,괴산,2,2,289,250,2,2,1,2,1.75
141,2017,단양,0,0,69,126,1,1,1,1,1.0
142,2017,보은,3,0,84,118,1,1,1,3,1.5
143,2017,영동,1,0,88,174,1,1,1,2,1.25
144,2017,옥천,2,2,102,178,2,1,1,2,1.5
145,2017,음성,0,2,208,453,2,2,2,1,1.75
146,2017,제천,6,4,479,690,3,2,2,4,2.75
147,2017,진천,0,1,241,392,2,2,2,1,1.75
148,2017,청주청원,5,5,919,1548,3,3,3,4,3.25
149,2017,청주흥덕,8,2,1366,1998,2,4,4,4,3.5
150,2017,충주,6,5,780,937,3,2,2,4,2.75
151,2017,청주상당,2,4,913,1333,3,3,3,2,2.75
152,2017,천안서북,9,10,1513,2548,4,4,4,4,4.0
153,2017,천안동남,7,6,1342,1452,3,4,3,4,3.5
154,2017,서산,5,0,868,1282,1,3,3,4,2.75
155,2017,아산,7,8,1423,1898,4,4,4,4,4.0
156,2017,논산,3,3,485,702,2,2,2,3,2.25
157,2017,공주,0,1,533,420,2,2,2,1,1.75
158,2017,보령,2,1,307,413,2,2,2,2,2.0
159,2017,당진,3,2,551,759,2,2,2,3,2.25
160,2017,세종,6,3,584,715,2,2,2,4,2.5
161,2017,홍성,2,0,264,407,1,2,2,2,1.75
162,2017,예산,3,0,214,295,1,2,1,3,1.75
163,2017,부여,1,0,204,176,1,2,1,2,1.5
164,2017,서천,2,1,138,154,2,1,1,2,1.5
165,2017,금산,0,1,145,141,2,1,1,1,1.25
166,2017,청양,1,0,71,72,1,1,1,2,1.25
167,2017,태안,0,0,3,5,1,1,1,1,1.0
168,2017,고창,0,0,174,206,1,1,1,1,1.0
169,2017,군산,6,6,1025,1614,3,3,3,4,3.25
170,2017,김제,2,1,176,422,2,1,2,2,1.75
171,2017,남원,1,0,259,445,1,2,2,2,1.75
172,2017,무주,1,1,60,107,2,1,1,2,1.5
173,2017,부안,0,0,198,275,1,1,1,1,1.0
174,2017,순창,0,0,58,87,1,1,1,1,1.0
175,2017,완주,1,0,202,325,1,2,2,2,1.75
176,2017,익산,6,7,911,1485,4,3,3,4,3.5
177,2017,임실,0,1,45,72,2,1,1,1,1.25
178,2017,장수,0,0,49,72,1,1,1,1,1.0
179,2017,전주덕진,3,6,976,1417,3,3,3,3,3.0
180,2017,전주완산,4,5,986,1705,3,3,3,3,3.0
181,2017,정읍,0,0,277,537,1,2,2,1,1.5
182,2017,진안,0,0,42,62,1,1,1,1,1.0
183,2017,목포,8,5,1015,2036,3,3,4,4,3.5
184,2017,여수,4,5,821,1908,3,3,4,3,3.25
185,2017,순천,5,4,809,1707,3,3,3,4,3.25
186,2017,나주,2,1,273,382,2,2,2,2,2.0
187,2017,광양,0,2,353,725,2,2,2,1,1.75
188,2017,고흥,2,0,187,314,1,1,2,2,1.5
189,2017,해남,1,0,169,316,1,1,2,2,1.5
190,2017,장흥,2,0,123,210,1,1,1,2,1.25
191,2017,보성,3,0,104,175,1,1,1,3,1.5
192,2017,영광,0,0,139,266,1,1,1,1,1.0
193,2017,화순,2,1,95,237,2,1,1,2,1.5
194,2017,함평,0,0,88,74,1,1,1,1,1.0
195,2017,영암,0,0,147,187,1,1,1,1,1.0
196,2017,장성,1,1,116,172,2,1,1,2,1.5
197,2017,강진,1,0,69,155,1,1,1,2,1.25
198,2017,담양,3,0,134,154,1,1,1,3,1.5
199,2017,곡성,0,0,65,92,1,1,1,1,1.0
200,2017,완도,2,0,92,319,1,1,2,2,1.5
201,2017,무안,0,1,214,238,2,2,1,1,1.5
202,2017,진도,0,0,82,151,1,1,1,1,1.0
203,2017,구례,0,0,62,126,1,1,1,1,1.0
204,2017,경주,5,11,975,1141,4,3,3,4,3.5
205,2017,포항북부,1,8,967,1445,4,3,3,2,3.0
206,2017,포항남부,1,8,1028,1339,4,3,3,2,3.0
207,2017,구미,9,8,1566,1925,4,4,4,4,4.0
208,2017,경산,0,4,1051,1590,3,3,3,1,2.5
209,2017,안동,2,1,479,948,2,2,2,2,2.0
210,2017,김천,4,3,366,665,2,2,2,3,2.25
211,2017,영주,1,1,207,432,2,2,2,2,2.0
212,2017,영천,2,1,330,486,2,2,2,2,2.0
213,2017,상주,3,1,270,367,2,2,2,3,2.25
214,2017,문경,1,0,153,360,1,1,2,2,1.5
215,2017,칠곡,4,1,276,468,2,2,2,3,2.25
216,2017,의성,0,0,125,165,1,1,1,1,1.0
217,2017,청도,2,0,128,176,1,1,1,2,1.25
218,2017,영덕,4,1,171,177,2,1,1,3,1.75
219,2017,울진,2,0,109,155,1,1,1,2,1.25
220,2017,봉화,0,0,29,65,1,1,1,1,1.0
221,2017,예천,2,0,70,104,1,1,1,2,1.25
222,2017,성주,1,0,137,170,1,1,1,2,1.25
223,2017,청송,0,0,57,121,1,1,1,1,1.0
224,2017,영양,3,0,23,82,1,1,1,3,1.5
225,2017,군위,0,0,51,60,1,1,1,1,1.0
226,2017,고령,0,0,58,102,1,1,1,1,1.0
227,2017,울릉,0,0,9,51,1,1,1,1,1.0
228,2017,창원중부,5,3,1016,1329,2,3,3,4,3.0
229,2017,창원서부,3,7,732,1014,4,2,2,3,2.75
230,2017,마산중부,4,7,489,849,4,2,2,3,2.75
231,2017,마산동부,2,3,760,1120,2,2,3,2,2.25
232,2017,진주,9,4,1641,1679,3,4,3,4,3.5
233,2017,김해중부,5,7,1505,2043,4,4,4,4,4.0
234,2017,김해서부,3,1,762,1040,2,2,2,3,2.25
235,2017,양산,5,7,832,1291,4,3,3,4,3.5
236,2017,거제,7,4,977,1545,3,3,3,4,3.25
237,2017,진해,1,1,549,1042,2,2,2,2,2.0
238,2017,통영,3,4,479,863,3,2,2,3,2.5
239,2017,사천,4,1,232,623,2,2,2,3,2.25
240,2017,밀양,0,2,286,452,2,2,2,1,1.75
241,2017,거창,1,1,112,222,2,1,1,2,1.5
242,2017,합천,0,1,49,152,2,1,1,1,1.25
243,2017,창녕,2,1,119,200,2,1,1,2,1.5
244,2017,고성,4,1,174,247,2,1,1,3,1.75
245,2017,하동,1,1,76,164,2,1,1,2,1.5
246,2017,남해,1,1,99,115,2,1,1,2,1.5
247,2017,함양,2,0,68,107,1,1,1,2,1.25
248,2017,산청,1,0,68,103,1,1,1,2,1.25
249,2017,함안,2,2,126,250,2,1,1,2,1.5
250,2017,의령,0,0,60,118,1,1,1,1,1.0
251,2017,제주서귀포,2,2,858,1431,2,3,3,2,2.5
252,2017,제주동부,9,22,1214,1973,4,3,4,4,3.75
253,2017,제주서부,7,11,1141,1869,4,3,4,4,3.75
